"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1995","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","35900","","","","0"
"1996","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","33500","","","","0"
"1997","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","26100","","","","0"
"1998","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","24600","","","","0"
"1999","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","23700","","","","0"
"2000","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","27100","","","","0"
"2001","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","36000","","","","0"
"2002","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","44500","","","","0"
"2003","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","55300","","","","0"
"2004","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","49800","","","","0"
"2005","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","55000","","","","0"
"2006","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","54400","","","","0"
"2007","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","56200","","","","0"
"2008","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","53000","","","","0"
"2009","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","54700","","","","0"
"2010","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","52000","","","","0"
"2011","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","41500","","","","0"
"2012","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","49600","","","","0"
"2013","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","58700","","","","0"
"2014","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","65500","","","","0"
"2015","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","81000","","","","0"
"2016","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","87800","","","","0"
"2017","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","91500","","","","0"
"2018","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","92200","","","","0"
"2019","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","81100","","","","0"
"2020","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","106900","","","","0"
"2021","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","90600","","","","0"
"2022","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","88500","","","","0"
"2023","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","99900","","r","","0"
"2024","Quebec","2021A000224","Harvested area (hectares)","Wheat, all","Hectares","149","units","0","v115114102","6.17.1","88900","","","","0"
"2018","Quebec","2021A000224","Harvested area (hectares)","Wheat, durum","Hectares","149","units","0","v1001388135","6.17.4","","F","","","0"
"2019","Quebec","2021A000224","Harvested area (hectares)","Wheat, durum","Hectares","149","units","0","v1001388135","6.17.4","","F","","","0"
"2020","Quebec","2021A000224","Harvested area (hectares)","Wheat, durum","Hectares","149","units","0","v1001388135","6.17.4","0","","","","0"
"2021","Quebec","2021A000224","Harvested area (hectares)","Wheat, durum","Hectares","149","units","0","v1001388135","6.17.4","","..","","","0"
"2022","Quebec","2021A000224","Harvested area (hectares)","Wheat, durum","Hectares","149","units","0","v1001388135","6.17.4","","F","","","0"
"2023","Quebec","2021A000224","Harvested area (hectares)","Wheat, durum","Hectares","149","units","0","v1001388135","6.17.4","4000","","","","0"
"2024","Quebec","2021A000224","Harvested area (hectares)","Wheat, durum","Hectares","149","units","0","v1001388135","6.17.4","","F","","","0"
"1991","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","32546","","","","0"
"1992","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","35600","","","","0"
"1993","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","37000","","","","0"
"1994","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","40500","","","","0"
"1995","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","34500","","","","0"
"1996","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","32000","","","","0"
"1997","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","25500","","","","0"
"1998","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","24000","","","","0"
"1999","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","23000","","","","0"
"2000","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","26500","","","","0"
"2001","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","34500","","","","0"
"2002","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","43000","","","","0"
"2003","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","53000","","","","0"
"2004","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","47500","","","","0"
"2005","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","53000","","","","0"
"2006","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","51000","","","","0"
"2007","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","53500","","","","0"
"2008","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","48500","","","","0"
"2009","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","50500","","","","0"
"2010","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","48000","","","","0"
"2011","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","38400","","","","0"
"2012","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","44700","","","","0"
"2013","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","51500","","","","0"
"2014","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","59500","","","","0"
"2015","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","71500","","","","0"
"2016","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","74800","","","","0"
"2017","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","76000","","","","0"
"2018","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","73900","","","","0"
"2019","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","72800","","","","0"
"2020","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","93800","","","","0"
"2021","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","74000","","","","0"
"2022","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","64100","","","","0"
"2023","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","72500","","r","","0"
"2024","Quebec","2021A000224","Harvested area (hectares)","Wheat, spring","Hectares","149","units","0","v115114103","6.17.2","58700","","","","0"
"1991","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","4915","","","","0"
"1992","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","600","","","","0"
"1993","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","1200","","","","0"
"1994","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","800","","","","0"
"1995","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","1400","","","","0"
"1996","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","1500","","","","0"
"1997","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","600","","","","0"
"1998","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","600","","","","0"
"1999","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","700","","","","0"
"2000","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","600","","","","0"
"2001","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","1500","","","","0"
"2002","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","1500","","","","0"
"2003","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","2300","","","","0"
"2004","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","2300","","","","0"
"2005","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","2000","","","","0"
"2006","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","3400","","","","0"
"2007","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","2700","","","","0"
"2008","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","4500","","","","0"
"2009","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","4200","","","","0"
"2010","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","4000","","","","0"
"2011","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","3100","","","","0"
"2012","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","4900","","","","0"
"2013","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","7200","","","","0"
"2014","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","6000","","","","0"
"2015","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","9500","","","","0"
"2016","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","13000","","","","0"
"2017","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","15500","","","","0"
"2018","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","18300","","","","0"
"2019","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","8300","","","","0"
"2020","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","13000","","","","0"
"2021","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","16600","","","","0"
"2022","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","21500","","","","0"
"2023","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","23400","","","","0"
"2024","Quebec","2021A000224","Harvested area (hectares)","Wheat, winter remaining","Hectares","149","units","0","v115114104","6.17.3","26300","","","","0"
"1991","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","37461","","","","0"
"1992","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","36200","","","","0"
"1993","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","38200","","","","0"
"1994","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","41300","","","","0"
"1995","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","35900","","","","0"
"1996","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","33500","","","","0"
"1997","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","26100","","","","0"
"1998","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","24600","","","","0"
"1999","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","23700","","","","0"
"2000","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","27100","","","","0"
"2001","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","36000","","","","0"
"2002","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","44500","","","","0"
"2003","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","55300","","","","0"
"2004","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","49800","","","","0"
"2005","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","55000","","","","0"
"2006","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","54400","","","","0"
"2007","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","56200","","","","0"
"2008","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","53000","","","","0"
"2009","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","54700","","","","0"
"2010","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","52000","","","","0"
"2011","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","41500","","","","0"
"2012","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","49600","","","","0"
"2013","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","58700","","","","0"
"2014","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","65500","","","","0"
"2015","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","81000","","","","0"
"2016","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","87800","","","","0"
"2017","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","91500","","","","0"
"2018","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","92200","","","","0"
"2019","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","81100","","","","0"
"2020","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","106900","","","","0"
"2021","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","90520","","","","0"
"2022","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","85600","","","","0"
"2023","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","95900","","r","","0"
"2024","Quebec","2021A000224","Harvested area (hectares)","Wheat, all excluding durum wheat","Hectares","149","units","0","v115114105","6.17.23","85000","","","","0"
"1991","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","190200","","","","0"
"1992","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","174000","","","","0"
"1993","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","161900","","","","0"
"1994","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","137600","","","","0"
"1995","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","129500","","","","0"
"1996","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","129500","","","","0"
"1997","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","135600","","","","0"
"1998","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","125500","","","","0"
"1999","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","115300","","","","0"
"2000","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","111300","","","","0"
"2001","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","119400","","","","0"
"2002","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","129500","","","","0"
"2003","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","103200","","","","0"
"2004","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","99100","","","","0"
"2005","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","101200","","","","0"
"2006","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","85000","","","","0"
"2007","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","66800","","","","0"
"2008","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","58700","","","","0"
"2009","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","69600","","","","0"
"2010","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","75700","","","","0"
"2011","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","48600","","","","0"
"2012","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","47800","","","","0"
"2013","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","44500","","","","0"
"2014","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","41300","","","","0"
"2015","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","44500","","","","0"
"2016","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","38400","","","","0"
"2017","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","30400","","","","0"
"2018","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","33400","","","","0"
"2019","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","39600","","","","0"
"2020","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","34000","","","","0"
"2021","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","25300","","","","0"
"2022","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","25700","","","","0"
"2023","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","21000","","","","0"
"2024","Ontario","2021A000235","Harvested area (hectares)","Barley","Hectares","149","units","0","v115114302","7.17.6","21900","","","","0"
"1991","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","61630","","","","0"
"1992","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","42100","","","","0"
"1993","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","52200","","","","0"
"1994","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","48600","","","","0"
"1995","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","61900","","","","0"
"1996","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","42500","","","","0"
"1997","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","40500","","","","0"
"1998","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","30400","","","","0"
"1999","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","54600","","","","0"
"2000","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","40000","","","","0"
"2001","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","44600","","","","0"
"2002","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","64800","","","","0"
"2003","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","42500","","","","0"
"2004","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","56600","","","","0"
"2005","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","76900","","","","0"
"2006","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","64700","","","","0"
"2007","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","64300","","","","0"
"2008","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","53900","","","","0"
"2009","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","38800","","","","0"
"2010","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","58700","","","","0"
"2011","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","35200","","","","0"
"2012","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","48600","","","","0"
"2013","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","36400","","","","0"
"2014","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","49800","","","","0"
"2015","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","52600","","","","0"
"2016","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","48900","","","","0"
"2017","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","52600","","","","0"
"2018","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","47600","","","","0"
"2019","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","58900","","","","0"
"2020","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","68400","","","","0"
"2021","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","51100","","","","0"
"2022","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","44600","","","","0"
"2023","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","41400","","","","0"
"2024","Ontario","2021A000235","Harvested area (hectares)","Beans, all dry (white and coloured)","Hectares","149","units","0","v115114303","7.17.39","48500","","","","0"
